name,github_slug,main_repo,homepage,language,domains,loc_estimate,fuzzing_engines,sanitizers,fuzz_target_count,has_dockerfile,has_asan,has_coverage,build_system,quality_score,apt_packages,nvd_cve_count,nvd_mean_cvss,nvd_cwes,github_stars
boost,boostorg/boost,https://github.com/boostorg/boost.git,http://www.boost.org/,c++,uncategorized,1084,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,python,95,6.21,CWE-20 | CWE-189 | CWE-79 | CWE-264 | CWE-94 | CWE-290 | CWE-330 | CWE-74 | CWE-352 | CWE-89,8351
d3,d3/d3,https://github.com/d3/d3.git,https://d3js.org/,javascript,web-runtime,1278,libfuzzer,none,0,Yes,No,No,,1,,95,6.76,CWE-200 | CWE-255 | CWE-79 | CWE-522 | CWE-20 | CWE-787 | CWE-77 | CWE-352 | CWE-89 | CWE-74,112564
jq,jqlang/jq,https://github.com/jqlang/jq,https://jqlang.github.io/jq,c,uncategorized,13775,,,9,Yes,No,No,make,1,make | flex | bison | libtool | automake | autoconf,94,6.12,CWE-200 | CWE-89 | CWE-79 | CWE-352 | CWE-119 | CWE-770 | CWE-601 | CWE-22 | CWE-674 | CWE-506,33857
example,example/my-api,https://github.com/example/my-api,https://my-api.example.com,c++,uncategorized,,afl | honggfuzz | libfuzzer,,0,Yes,No,No,make,1,make,91,6.61,CWE-407 | CWE-400 | CWE-377 | CWE-79 | CWE-284 | CWE-259 | CWE-502 | CWE-95 | CWE-1255 | CWE-364,
gstreamer,,https://gitlab.freedesktop.org/gstreamer/gstreamer.git,https://gstreamer.freedesktop.org/,c++,media-codec,,honggfuzz | libfuzzer,,0,Yes,No,No,,1,make | autoconf | automake | libtool | build-essential | pkg-config | bison | flex | patchelf,91,7.34,CWE-119 | CWE-190 | CWE-189 | CWE-125 | CWE-787 | CWE-476 | CWE-665 | CWE-369 | CWE-674 | CWE-416,
struts,apache/struts,https://github.com/apache/struts.git,https://github.com/apache/struts,jvm,uncategorized,282242,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,xmlstarlet | openjdk-17-jdk-headless,91,7.08,CWE-749 | CWE-20 | CWE-22 | CWE-79 | CWE-200 | CWE-94 | CWE-264 | CWE-352 | CWE-74 | CWE-16,1351
pidgin,,https://sourceforge.net/projects/pidgin/files/Pidgin/2.14.4/pidgin-2.14.4.tar.bz2,https://www.pidgin.im/,c,compression,,afl | honggfuzz | libfuzzer,,2,Yes,No,No,make,1,make | autoconf | automake | libtool | texinfo | libltdl-dev | pkg-config | zlib1g-dev | liblzma-dev | intltool | sasl2-bin | python3-pip | libpcre2-dev,90,5.78,CWE-20 | CWE-399 | CWE-189 | CWE-310 | CWE-119 | CWE-22 | CWE-94 | CWE-264 | CWE-134 | CWE-200,
helm,helm/helm,https://github.com/helm/helm,https://helm.sh,go,uncategorized,65769,libfuzzer,address,0,Yes,Yes,No,go,2,,88,6.29,CWE-352 | CWE-22 | CWE-295 | CWE-59 | CWE-200 | CWE-284 | CWE-20 | CWE-74 | CWE-694 | CWE-269,29584
crow,CrowCpp/Crow,https://github.com/CrowCpp/Crow,https://crowcpp.org/master/,c++,uncategorized,15775,,,0,Yes,No,No,,1,cmake | make | libasio-dev,86,6.33,CWE-264 | CWE-79 | CWE-20 | CWE-798 | CWE-89 | CWE-863 | CWE-287 | CWE-732 | CWE-200 | CWE-190,4765
libredwg,LibreDWG/libredwg,https://github.com/LibreDWG/libredwg,https://github.com/LibreDWG/libredwg,c,uncategorized,614717,libfuzzer | honggfuzz,,2,Yes,No,No,make,1,autoconf | libtool | texinfo,85,6.89,CWE-119 | CWE-476 | CWE-415 | CWE-787 | CWE-125 | CWE-770 | CWE-416 | CWE-835 | CWE-401 | CWE-617,1340
openjpeg,uclouvain/openjpeg,https://github.com/uclouvain/openjpeg,http://www.openjpeg.org/,c++,image-parsing,77377,libfuzzer | afl | honggfuzz,address | memory,0,Yes,Yes,No,cmake,2,make | cmake | libtiff-dev,84,6.35,CWE-119 | CWE-200 | CWE-189 | CWE-20 | CWE-416 | CWE-190 | CWE-476 | CWE-369 | CWE-787 | CWE-125,1078
nom,Geal/nom,https://github.com/Geal/nom,https://github.com/Geal/nom,rust,uncategorized,15944,libfuzzer,address,0,Yes,Yes,No,cargo,2,,82,6.67,CWE-276 | CWE-665 | CWE-20 | CWE-426 | CWE-908 | CWE-352 | CWE-862 | CWE-269 | CWE-770 | CWE-295,10336
suricata,OISF/suricata,https://github.com/OISF/suricata.git,https://suricata.io,rust,compression,414238,afl | honggfuzz | libfuzzer,fuzzer,18,Yes,No,Yes,cmake,1,build-essential | autoconf | automake | libtool | make | pkg-config | python | flex | bison | zlib1g-dev | libpcre3-dev | cmake | tshark,82,6.82,CWE-20 | CWE-79 | CWE-399 | CWE-358 | CWE-264 | CWE-693 | CWE-502 | CWE-119 | CWE-125 | CWE-190,6076
rich,Textualize/rich,https://github.com/Textualize/rich,https://github.com/Textualize/rich,python,uncategorized,36147,libfuzzer,address,0,Yes,Yes,No,,2,,81,6.61,CWE-20 | CWE-89 | CWE-287 | CWE-22 | CWE-79 | CWE-255 | CWE-264 | CWE-310 | CWE-94 | CWE-917,55806
libarchive,libarchive/libarchive,https://github.com/libarchive/libarchive.git,https://github.com/libarchive/libarchive,c++,crypto | compression,174459,,address | memory | undefined,4,Yes,Yes,No,cmake,2,make | autoconf | libtool | pkg-config | libbz2-dev | liblzo2-dev | liblzma-dev | liblz4-dev | libz-dev | libssl-dev | libacl1-dev | libattr1-dev | lrzip | liblz4-tool | lzop | zstd | lcab | genisoimage | jlha-utils | rar | default-jdk | sharutils,80,5.82,CWE-119 | CWE-399 | CWE-189 | CWE-22 | CWE-20 | CWE-125 | CWE-476 | CWE-190 | CWE-19 | CWE-193,3445
openvpn,OpenVPN/openvpn,https://github.com/OpenVPN/openvpn,http://community.openvpn.net,c,crypto | compression | networking,98634,afl | honggfuzz | libfuzzer,,2,Yes,No,No,make,1,pkg-config | make | autoconf | automake | libtool | libssl-dev | liblzo2-dev | libpam-dev | libnl-3-dev | libnl-genl-3-dev | libcap-ng-dev,80,6.47,CWE-16 | CWE-200 | CWE-352 | CWE-428 | CWE-399 | CWE-310 | CWE-617 | CWE-20 | CWE-93 | CWE-125,13392
syzkaller,google/syzkaller,https://github.com/google/syzkaller,https://github.com/google/syzkaller.git,go,uncategorized,154501,libfuzzer,address,0,Yes,Yes,No,make,2,,80,,,6100
xs,Moddable-OpenSource/moddable,https://github.com/Moddable-OpenSource/moddable.git,https://github.com/Moddable-OpenSource/moddable,c,image-parsing | data-parsing | compression,425891,afl | honggfuzz | libfuzzer,address | memory | undefined,1,Yes,Yes,No,make,2,npm | libjpeg-dev | zlib1g-dev | libyaml-dev,76,6.02,CWE-119 | CWE-287 | CWE-79 | CWE-399 | CWE-200 | CWE-189 | CWE-362 | CWE-89 | CWE-59 | CWE-22,1501
hive,,https://github.com/apache/hive/tree/master/,https://hive.apache.org/,jvm,uncategorized,,libfuzzer,address,5,Yes,Yes,No,maven/gradle,2,,75,6.44,CWE-89 | CWE-22 | CWE-284 | CWE-119 | CWE-287 | CWE-295 | CWE-20 | CWE-200 | CWE-732 | CWE-862,
libreoffice,,https://git.libreoffice.org/core,https://www.libreoffice.org/,c++,document-parsing,,libfuzzer | honggfuzz,address | memory | undefined,0,Yes,Yes,No,,2,lockfile-progs | yasm | locales | python3-pip,74,7.15,CWE-119 | CWE-611 | CWE-189 | CWE-787 | CWE-20 | CWE-200 | CWE-191 | CWE-125 | CWE-416 | CWE-129,
wolfssl,wolfssl/wolfssl,https://github.com/wolfssl/wolfssl,https://www.wolfssl.com/,c++,crypto,1892929,libfuzzer | honggfuzz,address | memory | undefined,13,Yes,Yes,No,make,2,make | autoconf | automake | libtool | zip | python | bsdmainutils,73,6.12,CWE-399 | CWE-310 | CWE-200 | CWE-119 | CWE-295 | CWE-203 | CWE-787 | CWE-125 | CWE-287 | CWE-331,2768
gnutls,,https://gitlab.com/gnutls/gnutls.git,https://www.gnutls.org,c++,networking,,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,make,2,make | pkg-config | autoconf | automake | autogen | autopoint | libtool | gperf | bison | texinfo | gettext | gengetopt | python | mercurial | gtk-doc-tools | libtasn1-bin | lzip,72,6.09,CWE-189 | CWE-287 | CWE-119 | CWE-295 | CWE-824 | CWE-310 | CWE-399 | CWE-20 | CWE-264 | CWE-17,
jetty,eclipse/jetty.project,https://github.com/eclipse/jetty.project,www.eclipse.org/jetty,jvm,uncategorized,983188,libfuzzer,address,6,Yes,Yes,No,maven/gradle,2,,71,5.84,CWE-200 | CWE-22 | CWE-79 | CWE-94 | CWE-20 | CWE-310 | CWE-284 | CWE-203 | CWE-6 | CWE-384,4062
jackson-databind,FasterXML/jackson-databind,https://github.com/FasterXML/jackson-databind.git,https://github.com/FasterXML/jackson-databind,jvm,web-framework,227741,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,,70,7.76,CWE-502 | CWE-184 | CWE-611 | CWE-918 | CWE-1321 | CWE-200 | CWE-787 | CWE-770 | CWE-121,3690
clock,benbjohnson/clock,https://github.com/benbjohnson/clock,https://github.com/benbjohnson/clock,go,uncategorized,694,libfuzzer,address,0,Yes,Yes,No,,2,,69,6.46,CWE-255 | CWE-345 | CWE-19 | CWE-79 | CWE-352 | CWE-652 | CWE-20 | CWE-89 | CWE-770 | CWE-94,692
systemd,systemd/systemd,https://github.com/systemd/systemd,https://freedesktop.org/wiki/Software/systemd/,c++,system,908485,honggfuzz | libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,,68,5.94,CWE-362 | CWE-190 | CWE-59 | CWE-276 | CWE-20 | CWE-264 | CWE-476 | CWE-787 | CWE-269 | CWE-119,15451
openexr,AcademySoftwareFoundation/openexr,https://github.com/AcademySoftwareFoundation/openexr,https://openexr.com,c++,compression,233087,afl | honggfuzz | libfuzzer,,0,Yes,No,No,cmake,1,make | autoconf | automake | libtool | zlib1g-dev,67,5.66,CWE-189 | CWE-824 | CWE-119 | CWE-125 | CWE-400 | CWE-772 | CWE-787 | CWE-190 | CWE-193 | CWE-476,1781
quartz,quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,jvm,uncategorized,58374,libfuzzer,address,3,Yes,Yes,No,,2,,66,8.27,CWE-89 | CWE-611 | CWE-120 | CWE-78 | CWE-22 | CWE-489 | CWE-787 | CWE-122 | CWE-94,6706
libpng,pnggroup/libpng,https://github.com/pnggroup/libpng.git,http://www.libpng.org/pub/png/libpng.html,c++,compression | image-parsing,72631,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | zlib1g-dev,65,6.34,CWE-119 | CWE-20 | CWE-189 | CWE-193 | CWE-399 | CWE-824 | CWE-200 | CWE-400 | CWE-120 | CWE-401,1558
unbound,NLnetLabs/unbound,https://github.com/NLnetLabs/unbound,https://nlnetlabs.nl/projects/unbound/about/,c,crypto,152440,afl | honggfuzz | libfuzzer,,5,Yes,No,No,make,1,make | libtool | libssl-dev | libexpat-dev | flex | bison,65,6.52,CWE-310 | CWE-399 | CWE-358 | CWE-20 | CWE-755 | CWE-908 | CWE-78 | CWE-400 | CWE-835 | CWE-406,4337
mupdf,,git://git.ghostscript.com/mupdf.git,https://www.mupdf.com,c++,document-parsing,,libfuzzer | afl | honggfuzz,address | memory,0,Yes,Yes,No,make,2,make | libtool | pkg-config,63,6.09,CWE-119 | CWE-416 | CWE-476 | CWE-125 | CWE-787 | CWE-190 | CWE-835 | CWE-674 | CWE-772 | CWE-20,
jc,kellyjonbrazil/jc,https://github.com/kellyjonbrazil/jc.git,https://kellyjonbrazil.github.io/jc/docs/,python,uncategorized,76073,libfuzzer,address,0,No,Yes,No,,0,,62,6.69,CWE-94 | CWE-119 | CWE-79 | CWE-89 | CWE-16 | CWE-264 | CWE-22 | CWE-200 | CWE-352 | CWE-862,8560
powerdns,PowerDNS/pdns,https://github.com/PowerDNS/pdns.git,https://www.powerdns.com/,c++,data-parsing | crypto | networking,338436,,address | undefined,0,Yes,Yes,No,make,2,autoconf | automake | bison | dh-autoreconf | flex | libluajit-5.1-dev | libedit-dev | libprotobuf-dev | libssl-dev | libtool | make | pkg-config | protobuf-compiler | ragel,62,5.77,CWE-399 | CWE-189 | CWE-20 | CWE-16 | CWE-119 | CWE-400 | CWE-347 | CWE-863 | CWE-358 | CWE-79,4307
flask,pallets/flask,https://github.com/pallets/flask,https://github.com/pallets/flask,python,web-framework,12080,libfuzzer,address | undefined,1,Yes,Yes,No,pip,2,libffi-dev,61,6.52,CWE-119 | CWE-601 | CWE-20 | CWE-79 | CWE-22 | CWE-352 | CWE-502 | CWE-203 | CWE-400 | CWE-287,71348
geos,,https://git.osgeo.org/gitea/geos/geos.git,https://geos.osgeo.org,c++,uncategorized,,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,cmake,2,cmake,60,7.2,CWE-119 | CWE-255 | CWE-22 | CWE-20 | CWE-287 | CWE-200 | CWE-264 | CWE-732 | CWE-94 | CWE-917,
dovecot,dovecot/core,https://github.com/dovecot/core,https://www.dovecot.org/,c,data-parsing | crypto | compression | networking,412814,afl | honggfuzz | libfuzzer,,0,Yes,No,No,make,1,make | autoconf | automake | libtool | gettext | libxml2-dev | pkg-config | bison | flex | python3.8-venv | libssl-dev | zlib1g-dev,59,5.7,CWE-119 | CWE-264 | CWE-16 | CWE-59 | CWE-255 | CWE-863 | CWE-732 | CWE-20 | CWE-22 | CWE-399,1185
mongoose,cesanta/mongoose,https://github.com/cesanta/mongoose,https://github.com/cesanta/mongoose,c++,uncategorized,1804972,,,2,Yes,No,No,,1,,59,7.23,CWE-22 | CWE-200 | CWE-119 | CWE-264 | CWE-416 | CWE-352 | CWE-190 | CWE-476 | CWE-787 | CWE-125,12600
stb,nothings/stb,https://github.com/nothings/stb.git,https://github.com/nothings/stb,c++,uncategorized,89922,,address | undefined | memory,0,Yes,Yes,No,,2,tar,58,6.79,CWE-119 | CWE-787 | CWE-522 | CWE-125 | CWE-369 | CWE-476 | CWE-908 | CWE-617 | CWE-835 | CWE-120,33004
libraw,libraw/libraw,https://github.com/libraw/libraw,https://www.libraw.org/,c++,compression | image-parsing | blockchain,44605,afl | honggfuzz | libfuzzer,address | memory | undefined,4,Yes,Yes,No,make,2,make | autoconf | automake | libtool | pkg-config | zlib1g-dev,57,6.65,CWE-399 | CWE-119 | CWE-190 | CWE-20 | CWE-125 | CWE-787 | CWE-193 | CWE-476 | CWE-369 | CWE-704,1449
pillow,python-pillow/Pillow,https://github.com/python-pillow/Pillow,https://github.com/python-pillow/Pillow,python,uncategorized,80311,libfuzzer,address | undefined,0,Yes,Yes,No,,2,libxau-dev | pkg-config | rsync | python3-tk | tcl8.6-dev | tk8.6-dev,55,6.61,CWE-59 | CWE-264 | CWE-78 | CWE-20 | CWE-399 | CWE-119 | CWE-190 | CWE-284 | CWE-770 | CWE-120,13442
lua,lua/lua,https://github.com/lua/lua,https://www.lua.org/,c,language-runtime,31783,,address,1,Yes,Yes,No,cmake,2,,54,6.61,CWE-399 | CWE-119 | CWE-416 | CWE-843 | CWE-295 | CWE-125 | CWE-787 | CWE-476 | CWE-191 | CWE-763,9826
freeimage,,https://svn.code.sf.net/p/freeimage/svn/,http://freeimage.sourceforge.net/,c++,uncategorized,,afl | honggfuzz | libfuzzer,address | undefined,1,Yes,Yes,Yes,make,2,make | autoconf | automake | libtool | dos2unix,53,6.92,CWE-189 | CWE-787 | CWE-674 | CWE-125 | CWE-120 | CWE-476 | CWE-190 | CWE-835 | CWE-121 | CWE-122,
runc,opencontainers/runc,https://github.com/opencontainers/runc,https://github.com/opencontainers/runc,go,uncategorized,28111,libfuzzer,address,0,Yes,Yes,No,,2,,53,6.53,CWE-94 | CWE-89 | CWE-79 | CWE-352 | CWE-200 | CWE-264 | CWE-78 | CWE-863 | CWE-706 | CWE-362,13124
proftpd,proftpd/proftpd,https://github.com/proftpd/proftpd,http://www.proftpd.org/,c,uncategorized,466679,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | pkg-config | cmake | check,51,6.88,CWE-401 | CWE-119 | CWE-203 | CWE-193 | CWE-352 | CWE-89 | CWE-310 | CWE-399 | CWE-22 | CWE-189,580
w3m,tats/w3m,https://github.com/tats/w3m,https://tracker.debian.org/pkg/w3m,c,uncategorized,56339,afl | honggfuzz | libfuzzer,,1,Yes,No,No,make,1,libgc-dev,51,5.98,CWE-16 | CWE-22 | CWE-134 | CWE-89 | CWE-79 | CWE-20 | CWE-119 | CWE-190 | CWE-120 | CWE-476,1037
six,benjaminp/six,https://github.com/benjaminp/six,https://github.com/benjaminp/six,python,uncategorized,1436,libfuzzer,address,0,Yes,Yes,No,,2,,50,6.3,CWE-79 | CWE-264 | CWE-287 | CWE-94 | CWE-22 | CWE-200 | CWE-321 | CWE-798 | CWE-772 | CWE-476,1020
gitea,go-gitea/gitea,https://github.com/go-gitea/gitea,https://github.com/go-gitea/gitea,go,uncategorized,351960,libfuzzer,address,0,Yes,Yes,No,,2,,49,6.5,CWE-918 | CWE-200 | CWE-384 | CWE-20 | CWE-287 | CWE-862 | CWE-79 | CWE-667 | CWE-78 | CWE-787,54374
keystone,keystone-engine/keystone,https://github.com/keystone-engine/keystone.git,https://www.keystone-engine.org,c++,system,525473,afl | honggfuzz | libfuzzer,address | undefined,2,Yes,Yes,No,cmake,2,make | cmake,49,6.11,CWE-264 | CWE-287 | CWE-399 | CWE-119 | CWE-200 | CWE-255 | CWE-310 | CWE-17 | CWE-522 | CWE-79,2559
sharp,lovell/sharp,https://github.com/lovell/sharp,https://sharp.pixelplumbing.com/,javascript,image-parsing,21230,libfuzzer,none,1,Yes,No,No,,1,,49,6.76,CWE-326 | CWE-264 | CWE-287 | CWE-119 | CWE-22 | CWE-79 | CWE-78 | CWE-121 | CWE-787 | CWE-200,32034
h2o,h2o/h2o,https://github.com/h2o/h2o,https://github.com/h2o/h2o,c++,crypto | compression | networking,96578,,address | undefined,4,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | cmake | zlib1g-dev | pkg-config | libssl-dev,48,7.06,CWE-310 | CWE-134 | CWE-416 | CWE-20 | CWE-119 | CWE-118 | CWE-908 | CWE-824 | CWE-787 | CWE-94,11420
assimp,assimp/assimp,https://github.com/assimp/assimp,https://github.com/assimp/assimp,c++,uncategorized,549018,libfuzzer | afl | honggfuzz,address | undefined | memory,14,Yes,Yes,No,cmake,2,cmake | ninja-build | zip,47,4.86,CWE-787 | CWE-125 | CWE-416 | CWE-120 | CWE-122 | CWE-119 | CWE-121 | CWE-369 | CWE-404 | CWE-400,12808
wt,emweb/wt,https://github.com/emweb/wt,https://www.webtoolkit.eu/wt,c++,uncategorized,438072,libfuzzer | afl | honggfuzz,address,0,Yes,Yes,No,cmake,2,libboost-all-dev | cmake,47,6.15,CWE-264 | CWE-79 | CWE-22 | CWE-20 | CWE-310 | CWE-89 | CWE-352 | CWE-706 | CWE-400 | CWE-276,1832
fio,axboe/fio,https://github.com/axboe/fio.git,http://git.kernel.dk/fio.git,c++,uncategorized,74442,afl | honggfuzz | libfuzzer,address | undefined,1,Yes,Yes,No,make,2,make | libcunit1 | libcunit1-dev,46,5.68,CWE-352 | CWE-190 | CWE-862 | CWE-732 | CWE-94 | CWE-78 | CWE-294 | CWE-425 | CWE-79 | CWE-601,6149
freeradius,FreeRADIUS/freeradius-server,https://github.com/FreeRADIUS/freeradius-server.git,https://freeradius.org,c++,system,329303,libfuzzer,address,2,Yes,Yes,Yes,make,3,gnupg | libtalloc-dev | libkqueue-dev | libunwind-dev,46,6.67,CWE-119 | CWE-59 | CWE-399 | CWE-287 | CWE-255 | CWE-476 | CWE-125 | CWE-295 | CWE-787 | CWE-772,2481
njs,nginx/njs,https://github.com/nginx/njs.git,https://nginx.org/en/docs/njs/,c++,uncategorized,96416,afl | honggfuzz | libfuzzer,address | memory | undefined,1,Yes,Yes,No,make,2,make | autoconf | automake | libtool | git | libpcre2-dev,46,6.84,CWE-119 | CWE-189 | CWE-787 | CWE-125 | CWE-416 | CWE-843 | CWE-120 | CWE-476 | CWE-754,1551
atomic,uber-go/atomic,https://github.com/uber-go/atomic,https://github.com/uber-go/atomic,go,uncategorized,2866,libfuzzer,address,0,Yes,Yes,No,,2,,45,6.08,CWE-22 | CWE-89 | CWE-79 | CWE-287 | CWE-310 | CWE-264 | CWE-787 | CWE-552 | CWE-367 | CWE-428,1447
frr,FRRouting/frr,https://github.com/FRRouting/frr,https://frrouting.org,c++,data-parsing | networking | system,819823,libfuzzer,address,3,Yes,Yes,No,cmake,2,git | autoconf | automake | libtool | make | libreadline-dev | texinfo | libjson-c-dev | pkg-config | bison | flex | python3-pip | libc-ares-dev | python3-dev | python3-sphinx | build-essential | libsystemd-dev | libsnmp-dev | libcap-dev | libelf-dev | libpcre3-dev | libpcre2-dev | protobuf-c-compiler | libprotobuf-c-dev,45,7.19,CWE-200 | CWE-436 | CWE-119 | CWE-1284 | CWE-362 | CWE-125 | CWE-617 | CWE-835 | CWE-476 | CWE-120,4055
libdwarf,davea42/libdwarf-code,https://github.com/davea42/libdwarf-code,https://www.prevanders.net/dwarf.html,c,compression,135139,afl | honggfuzz | libfuzzer,,3,Yes,No,No,cmake,1,cmake | make | zlib1g-dev,45,6.08,CWE-125 | CWE-119 | CWE-787 | CWE-476 | CWE-835 | CWE-190 | CWE-20 | CWE-416 | CWE-369 | CWE-415,252
libsoup,,https://gitlab.gnome.org/GNOME/libsoup.git,https://libsoup.gnome.org,c++,compression | database | networking,,libfuzzer | afl,address | undefined,0,Yes,Yes,No,,2,python3-pip | ninja-build | libbrotli-dev | libkrb5-dev | libnghttp2-dev | libpsl-dev | libidn2-dev | libsqlite3-dev,45,6.8,CWE-189 | CWE-22 | CWE-287 | CWE-787 | CWE-125 | CWE-444 | CWE-835 | CWE-770 | CWE-127 | CWE-754,
bluez,bluez/bluez,https://github.com/bluez/bluez,https://github.com/bluez/bluez,c,networking | system,276518,libfuzzer | honggfuzz | afl,,7,Yes,No,No,make,1,make | autoconf | automake | libtool | pkg-config | libdbus-1-dev | libreadline8 | libreadline-dev | python-docutils | libudev-dev | udev | libical-dev | systemd | libbluetooth-dev,44,5.92,CWE-16 | CWE-1284 | CWE-119 | CWE-125 | CWE-416 | CWE-200 | CWE-863 | CWE-330 | CWE-415 | CWE-909,1037
parse,r1chardj0n3s/parse,https://github.com/r1chardj0n3s/parse,https://github.com/r1chardj0n3s/parse,python,uncategorized,1640,libfuzzer,address,0,Yes,Yes,No,,2,,44,6.55,CWE-79 | CWE-399 | CWE-502 | CWE-352 | CWE-311 | CWE-310 | CWE-400 | CWE-20 | CWE-125 | CWE-613,1787
circl,cloudflare/circl,https://github.com/cloudflare/circl.git,https://github.com/cloudflare/circl,c++,uncategorized,57942,,address,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | python,43,7.09,CWE-94 | CWE-310 | CWE-200 | CWE-862 | CWE-77 | CWE-290 | CWE-287 | CWE-78 | CWE-400 | CWE-362,1642
dnsmasq,,git://thekelleys.org.uk/dnsmasq.git,https://thekelleys.org.uk/dnsmasq/doc.html,c,networking,,afl | honggfuzz | libfuzzer,,1,Yes,No,No,make,1,make | autoconf | automake | libtool,43,6.69,CWE-346 | CWE-20 | CWE-119 | CWE-399 | CWE-19 | CWE-200 | CWE-772 | CWE-191 | CWE-787 | CWE-358,
libssh,,https://git.libssh.org/projects/libssh.git,https://libssh.org/,c,crypto | compression,,,address | undefined,0,Yes,Yes,No,cmake,2,cmake | zlib1g-dev | libssl-dev | libcmocka0 | libcmocka-dev,43,6.33,CWE-399 | CWE-119 | CWE-189 | CWE-310 | CWE-20 | CWE-200 | CWE-592 | CWE-287 | CWE-125 | CWE-130,
mruby,mruby/mruby,https://github.com/mruby/mruby,https://www.mruby.org/,c++,compression | language-runtime,104379,afl | honggfuzz | libfuzzer,address | memory | undefined,2,Yes,Yes,No,,2,build-essential | ruby | bison | ninja-build | cmake | zlib1g-dev | libbz2-dev | liblzma-dev,43,6.91,CWE-416 | CWE-190 | CWE-824 | CWE-476 | CWE-125 | CWE-787 | CWE-415 | CWE-122 | CWE-119 | CWE-823,5531
undertow,undertow-io/undertow,https://github.com/undertow-io/undertow,https://github.com/undertow-io/undertow,jvm,uncategorized,196375,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,,43,6.32,CWE-22 | CWE-444 | CWE-287 | CWE-863 | CWE-113 | CWE-835 | CWE-400 | CWE-200 | CWE-532 | CWE-862,3746
